timestamp,coin,price
2024-01-01T02:54:11,BTC,40160.1065
2024-01-01T02:54:12,BTC,40126.2861
2024-01-01T02:54:13,BTC,40126.3062
2024-01-01T02:54:14,BTC,40143.1787
2024-01-01T02:54:15,BTC,40138.7937
2024-01-01T02:54:16,BTC,40140.9093
2024-01-01T02:54:17,BTC,40121.889
2024-01-01T02:54:18,BTC,40104.872
2024-01-01T02:54:19,BTC,40105.2027
2024-01-01T02:54:20,BTC,40121.0394
2024-01-01T02:54:21,BTC,40113.8626
2024-01-01T02:54:22,BTC,40128.2405
2024-01-01T02:54:23,BTC,40151.7494
2024-01-01T02:54:24,BTC,40142.2517
2024-01-01T02:54:25,BTC,40119.0837
2024-01-01T02:54:26,BTC,40073.9044
2024-01-01T02:54:27,BTC,40078.9423
2024-01-01T02:54:28,BTC,40064.3124
2024-01-01T02:54:29,BTC,40066.1374
2024-01-01T02:54:30,BTC,40052.6948
2024-01-01T02:54:31,BTC,40047.7332
2024-01-01T02:54:32,BTC,40055.474
2024-01-01T02:54:33,BTC,40048.1953
2024-01-01T02:54:34,BTC,40068.7968
2024-01-01T02:54:35,BTC,40052.9682
2024-01-01T02:54:36,BTC,40040.2182
2024-01-01T02:54:37,BTC,40032.0219
2024-01-01T02:54:38,BTC,40040.6978
2024-01-01T02:54:39,BTC,40018.7137
2024-01-01T02:54:40,BTC,40041.768
2024-01-01T02:54:41,BTC,40005.8747
2024-01-01T02:54:42,BTC,40002.3714
2024-01-01T02:54:43,BTC,40009.3041
2024-01-01T02:54:44,BTC,39979.1114
2024-01-01T02:54:45,BTC,39986.4331
2024-01-01T02:54:46,BTC,40003.0063
2024-01-01T02:54:47,BTC,40007.6859
2024-01-01T02:54:48,BTC,40006.3139
2024-01-01T02:54:49,BTC,40004.5176
2024-01-01T02:54:50,BTC,40004.1032
2024-01-01T02:54:51,BTC,40023.1826
2024-01-01T02:54:52,BTC,40017.9033
2024-01-01T02:54:53,BTC,40008.0379
2024-01-01T02:54:54,BTC,40025.4426
2024-01-01T02:54:55,BTC,40037.3112
2024-01-01T02:54:56,BTC,40058.4264
2024-01-01T02:54:57,BTC,40035.6395
2024-01-01T02:54:58,BTC,40058.0015
2024-01-01T02:54:59,BTC,40054.5379
2024-01-01T02:55:00,BTC,40035.979
2024-01-01T02:55:01,BTC,40051.3501
2024-01-01T02:55:02,BTC,40058.0206
2024-01-01T02:55:03,BTC,40036.3123
2024-01-01T02:55:04,BTC,40031.6012
2024-01-01T02:55:05,BTC,40044.3936
2024-01-01T02:55:06,BTC,40008.9059
2024-01-01T02:55:07,BTC,40019.8177
2024-01-01T02:55:08,BTC,40015.6302
2024-01-01T02:55:09,BTC,40025.9343
2024-01-01T02:55:10,BTC,39981.3612
2024-01-01T02:55:11,BTC,40013.3113
2024-01-01T02:55:12,BTC,40001.0544
2024-01-01T02:55:13,BTC,39989.3617
2024-01-01T02:55:14,BTC,39984.5627
2024-01-01T02:55:15,BTC,39995.5418
2024-01-01T02:55:16,BTC,39992.6951
2024-01-01T02:55:17,BTC,40023.7732
2024-01-01T02:55:18,BTC,40019.0607
2024-01-01T02:55:19,BTC,40051.971
2024-01-01T02:55:20,BTC,40047.9017
2024-01-01T02:55:21,BTC,40048.0298
2024-01-01T02:55:22,BTC,40016.1527
2024-01-01T02:55:23,BTC,40000.0424
2024-01-01T02:55:24,BTC,40005.9388
2024-01-01T02:55:25,BTC,39976.8621
2024-01-01T02:55:26,BTC,40010.6345
2024-01-01T02:55:27,BTC,40014.9316
2024-01-01T02:55:28,BTC,40007.7894
2024-01-01T02:55:29,BTC,40005.9996
2024-01-01T02:55:30,BTC,40039.4896
2024-01-01T02:55:31,BTC,40055.1435
2024-01-01T02:55:32,BTC,40017.0917
2024-01-01T02:55:33,BTC,40008.7156
2024-01-01T02:55:34,BTC,40027.092
2024-01-01T02:55:35,BTC,40010.0572
2024-01-01T02:55:36,BTC,40017.2102
2024-01-01T02:55:37,BTC,39971.7287
2024-01-01T02:55:38,BTC,39959.9635
2024-01-01T02:55:39,BTC,39962.1668
2024-01-01T02:55:40,BTC,39976.6755
2024-01-01T02:55:41,BTC,39967.0241
2024-01-01T02:55:42,BTC,39985.5421
2024-01-01T02:55:43,BTC,39955.7711
2024-01-01T02:55:44,BTC,39952.037
2024-01-01T02:55:45,BTC,39955.7192
2024-01-01T02:55:46,BTC,39924.3083
2024-01-01T02:55:47,BTC,39950.1124
2024-01-01T02:55:48,BTC,39955.9402
2024-01-01T02:55:49,BTC,39933.8148
2024-01-01T02:55:50,BTC,39944.8626
2024-01-01T02:55:51,BTC,39928.14
2024-01-01T02:55:52,BTC,39915.1231
2024-01-01T02:55:53,BTC,39887.7511
2024-01-01T02:55:54,BTC,39880.5366
2024-01-01T02:55:55,BTC,39836.6857
2024-01-01T02:55:56,BTC,39840.9809
2024-01-01T02:55:57,BTC,39877.8768
2024-01-01T02:55:58,BTC,39868.9778
2024-01-01T02:55:59,BTC,39823.0172
2024-01-01T02:56:00,BTC,39813.4551
2024-01-01T02:56:01,BTC,39812.0651
2024-01-01T02:56:02,BTC,39815.0874
2024-01-01T02:56:03,BTC,39813.7682
2024-01-01T02:56:04,BTC,39844.0683
2024-01-01T02:56:05,BTC,39840.3075
2024-01-01T02:56:06,BTC,39832.4004
2024-01-01T02:56:07,BTC,39839.3474
2024-01-01T02:56:08,BTC,39848.2024
2024-01-01T02:56:09,BTC,39843.9403
2024-01-01T02:56:10,BTC,39839.0751
2024-01-01T02:56:11,BTC,39826.0939
2024-01-01T02:56:12,BTC,39840.6122
2024-01-01T02:56:13,BTC,39809.6307
2024-01-01T02:56:14,BTC,39811.9534
2024-01-01T02:56:15,BTC,39829.6211
2024-01-01T02:56:16,BTC,39828.4912
2024-01-01T02:56:17,BTC,39793.7882
2024-01-01T02:56:18,BTC,39790.5079
2024-01-01T02:56:19,BTC,39804.9697
2024-01-01T02:56:20,BTC,39809.4923
2024-01-01T02:56:21,BTC,39787.9083
2024-01-01T02:56:22,BTC,39833.375
2024-01-01T02:56:23,BTC,39851.9106
2024-01-01T02:56:24,BTC,39854.9489
2024-01-01T02:56:25,BTC,39910.2052
2024-01-01T02:56:26,BTC,39904.3653
2024-01-01T02:56:27,BTC,39874.1928
2024-01-01T02:56:28,BTC,39870.8599
2024-01-01T02:56:29,BTC,39872.2053
2024-01-01T02:56:30,BTC,39840.8376
2024-01-01T02:56:31,BTC,39854.6117
2024-01-01T02:56:32,BTC,39874.246
2024-01-01T02:56:33,BTC,39845.868
2024-01-01T02:56:34,BTC,39832.8879
2024-01-01T02:56:35,BTC,39808.4727
2024-01-01T02:56:36,BTC,39782.485
2024-01-01T02:56:37,BTC,39791.2422
2024-01-01T02:56:38,BTC,39793.0367
2024-01-01T02:56:39,BTC,39788.6315
2024-01-01T02:56:40,BTC,39794.7606
2024-01-01T02:56:41,BTC,39787.0256
2024-01-01T02:56:42,BTC,39774.0392
2024-01-01T02:56:43,BTC,39766.0866
2024-01-01T02:56:44,BTC,39761.1217
2024-01-01T02:56:45,BTC,39761.4773
2024-01-01T02:56:46,BTC,39771.6373
2024-01-01T02:56:47,BTC,39757.0447
2024-01-01T02:56:48,BTC,39751.2055
2024-01-01T02:56:49,BTC,39739.738
2024-01-01T02:56:50,BTC,39727.2841
2024-01-01T02:56:51,BTC,39742.9744
2024-01-01T02:56:52,BTC,39728.8722
2024-01-01T02:56:53,BTC,39725.7789
2024-01-01T02:56:54,BTC,39705.4671
2024-01-01T02:56:55,BTC,39719.4271
2024-01-01T02:56:56,BTC,39741.2941
2024-01-01T02:56:57,BTC,39744.6648
2024-01-01T02:56:58,BTC,39783.1497
2024-01-01T02:56:59,BTC,39741.2021
2024-01-01T02:57:00,BTC,39727.4073
2024-01-01T02:57:01,BTC,39740.4238
2024-01-01T02:57:02,BTC,39709.4463
2024-01-01T02:57:03,BTC,39706.0976
2024-01-01T02:57:04,BTC,39707.5136
2024-01-01T02:57:05,BTC,39702.5664
2024-01-01T02:57:06,BTC,39701.6625
2024-01-01T02:57:07,BTC,39718.5241
2024-01-01T02:57:08,BTC,39740.0347
2024-01-01T02:57:09,BTC,39711.9877
2024-01-01T02:57:10,BTC,39685.7261
2024-01-01T02:57:11,BTC,39694.5358
2024-01-01T02:57:12,BTC,39671.1762
2024-01-01T02:57:13,BTC,39709.0746
2024-01-01T02:57:14,BTC,39707.0253
2024-01-01T02:57:15,BTC,39711.6015
2024-01-01T02:57:16,BTC,39708.0959
2024-01-01T02:57:17,BTC,39700.7933
2024-01-01T02:57:18,BTC,39686.2538
2024-01-01T02:57:19,BTC,39719.7495
2024-01-01T02:57:20,BTC,39726.9914
2024-01-01T02:57:21,BTC,39686.9164
2024-01-01T02:57:22,BTC,39674.2831
2024-01-01T02:57:23,BTC,39684.8078
2024-01-01T02:57:24,BTC,39693.1356
2024-01-01T02:57:25,BTC,39717.5124
2024-01-01T02:57:26,BTC,39722.8495
2024-01-01T02:57:27,BTC,39717.7953
2024-01-01T02:57:28,BTC,39714.3225
2024-01-01T02:57:29,BTC,39720.1108
2024-01-01T02:57:30,BTC,39730.9147
2024-01-01T02:57:31,BTC,39718.2006
2024-01-01T02:57:32,BTC,39711.7285
2024-01-01T02:57:33,BTC,39723.0387
2024-01-01T02:57:34,BTC,39725.8956
2024-01-01T02:57:35,BTC,39723.811
2024-01-01T02:57:36,BTC,39740.4813
2024-01-01T02:57:37,BTC,39725.7536
2024-01-01T02:57:38,BTC,39737.7629
2024-01-01T02:57:39,BTC,39762.0713
2024-01-01T02:57:40,BTC,39761.9277
2024-01-01T02:57:41,BTC,39760.1345
2024-01-01T02:57:42,BTC,39739.1183
2024-01-01T02:57:43,BTC,39731.8291
2024-01-01T02:57:44,BTC,39718.6876
2024-01-01T02:57:45,BTC,39738.5436
2024-01-01T02:57:46,BTC,39733.3699
2024-01-01T02:57:47,BTC,39727.7145
2024-01-01T02:57:48,BTC,39749.1844
2024-01-01T02:57:49,BTC,39747.6529
2024-01-01T02:57:50,BTC,39758.6183
2024-01-01T02:57:51,BTC,39751.4747
2024-01-01T02:57:52,BTC,39759.1617
2024-01-01T02:57:53,BTC,39755.6641
2024-01-01T02:57:54,BTC,39781.2282
2024-01-01T02:57:55,BTC,39785.8399
2024-01-01T02:57:56,BTC,39757.9155
2024-01-01T02:57:57,BTC,39748.2325
2024-01-01T02:57:58,BTC,39723.1216
2024-01-01T02:57:59,BTC,39733.835
2024-01-01T02:58:00,BTC,39749.4574
2024-01-01T02:58:01,BTC,39754.569
2024-01-01T02:58:02,BTC,39744.5267
2024-01-01T02:58:03,BTC,39721.8954
2024-01-01T02:58:04,BTC,39720.9769
2024-01-01T02:58:05,BTC,39707.7375
2024-01-01T02:58:06,BTC,39726.2007
2024-01-01T02:58:07,BTC,39718.4541
2024-01-01T02:58:08,BTC,39727.5287
2024-01-01T02:58:09,BTC,39717.9986
2024-01-01T02:58:10,BTC,39739.721
2024-01-01T02:58:11,BTC,39719.5367
2024-01-01T02:58:12,BTC,39712.489
2024-01-01T02:58:13,BTC,39724.0079
2024-01-01T02:58:14,BTC,39757.3002
2024-01-01T02:58:15,BTC,39728.8473
2024-01-01T02:58:16,BTC,39703.592
2024-01-01T02:58:17,BTC,39712.9272
2024-01-01T02:58:18,BTC,39744.2908
2024-01-01T02:58:19,BTC,39760.9858
2024-01-01T02:58:20,BTC,39775.229
2024-01-01T02:58:21,BTC,39754.0099
2024-01-01T02:58:22,BTC,39759.2166
2024-01-01T02:58:23,BTC,39769.3761
2024-01-01T02:58:24,BTC,39773.6065
2024-01-01T02:58:25,BTC,39779.6592
2024-01-01T02:58:26,BTC,39794.6535
2024-01-01T02:58:27,BTC,39746.2023
2024-01-01T02:58:28,BTC,39705.7166
2024-01-01T02:58:29,BTC,39682.0987
2024-01-01T02:58:30,BTC,39683.8131
2024-01-01T02:58:31,BTC,39676.0868
2024-01-01T02:58:32,BTC,39649.6319
2024-01-01T02:58:33,BTC,39681.7481
2024-01-01T02:58:34,BTC,39677.6281
2024-01-01T02:58:35,BTC,39681.5246
2024-01-01T02:58:36,BTC,39700.0562
2024-01-01T02:58:37,BTC,39742.3361
2024-01-01T02:58:38,BTC,39741.1563
2024-01-01T02:58:39,BTC,39744.8399
2024-01-01T02:58:40,BTC,39720.093
2024-01-01T02:58:41,BTC,39719.1446
2024-01-01T02:58:42,BTC,39694.1086
2024-01-01T02:58:43,BTC,39685.1089
2024-01-01T02:58:44,BTC,39700.2296
2024-01-01T02:58:45,BTC,39707.3307
2024-01-01T02:58:46,BTC,39726.1391
2024-01-01T02:58:47,BTC,39731.1302
2024-01-01T02:58:48,BTC,39754.2842
2024-01-01T02:58:49,BTC,39734.7588
2024-01-01T02:58:50,BTC,39758.9287
2024-01-01T02:58:51,BTC,39747.5577
2024-01-01T02:58:52,BTC,39740.0556
2024-01-01T02:58:53,BTC,39733.8358
2024-01-01T02:58:54,BTC,39770.2286
2024-01-01T02:58:55,BTC,39755.209
2024-01-01T02:58:56,BTC,39764.7749
2024-01-01T02:58:57,BTC,39773.0944
2024-01-01T02:58:58,BTC,39775.0258
2024-01-01T02:58:59,BTC,39759.3029
2024-01-01T02:59:00,BTC,39736.5173
2024-01-01T03:48:00,BTC,39713.6255
2024-01-01T03:48:01,BTC,39735.212
2024-01-01T03:48:02,BTC,39719.4924
2024-01-01T03:48:03,BTC,39695.411
2024-01-01T03:48:04,BTC,39714.345
2024-01-01T03:48:05,BTC,39726.5183
2024-01-01T03:48:06,BTC,39725.7714
2024-01-01T03:48:07,BTC,39715.1892
2024-01-01T03:48:08,BTC,39660.7556
2024-01-01T03:48:09,BTC,39645.1377
2024-01-01T03:48:10,BTC,39641.548
2024-01-01T03:48:11,BTC,39620.0538
2024-01-01T03:48:12,BTC,39598.5992
2024-01-01T03:48:13,BTC,39639.0807
2024-01-01T03:48:14,BTC,39605.0316
2024-01-01T03:48:15,BTC,39610.6022
2024-01-01T03:48:16,BTC,39594.4193
2024-01-01T03:48:17,BTC,39597.8435
2024-01-01T03:48:18,BTC,39573.3953
2024-01-01T03:48:19,BTC,39596.6612
2024-01-01T03:48:20,BTC,39589.571
2024-01-01T03:48:21,BTC,39622.9563
2024-01-01T03:48:22,BTC,39649.6053
2024-01-01T03:48:23,BTC,39631.0871
2024-01-01T03:48:24,BTC,39610.6284
2024-01-01T03:48:25,BTC,39584.1864
2024-01-01T03:48:26,BTC,39564.0001
2024-01-01T03:48:27,BTC,39587.8971
2024-01-01T03:48:28,BTC,39619.7033
2024-01-01T03:48:29,BTC,39607.512
2024-01-01T03:48:30,BTC,39628.7147
2024-01-01T03:48:31,BTC,39627.2933
2024-01-01T03:48:32,BTC,39621.4825
2024-01-01T03:48:33,BTC,39618.1766
2024-01-01T03:48:34,BTC,39633.5149
2024-01-01T03:48:35,BTC,39593.2436
2024-01-01T03:48:36,BTC,39585.5922
2024-01-01T03:48:37,BTC,39573.046
2024-01-01T03:48:38,BTC,39588.9482
2024-01-01T03:48:39,BTC,39603.4777
2024-01-01T03:48:40,BTC,39623.3227
2024-01-01T03:48:41,BTC,39635.8583
2024-01-01T03:48:42,BTC,39642.7948
2024-01-01T03:48:43,BTC,39626.368
2024-01-01T03:48:44,BTC,39631.4523
2024-01-01T03:48:45,BTC,39623.9946
2024-01-01T03:48:46,BTC,39613.4825
2024-01-01T03:48:47,BTC,39569.2205
2024-01-01T03:48:48,BTC,39590.6057
2024-01-01T03:48:49,BTC,39571.2369
2024-01-01T03:48:50,BTC,39570.5129
2024-01-01T03:48:51,BTC,39608.0809
2024-01-01T03:48:52,BTC,39626.0586
2024-01-01T03:48:53,BTC,39616.6758
2024-01-01T03:48:54,BTC,39666.4523
2024-01-01T03:48:55,BTC,39687.2941
2024-01-01T03:48:56,BTC,39670.6167
2024-01-01T03:48:57,BTC,39661.578
2024-01-01T03:48:58,BTC,39682.415
2024-01-01T03:48:59,BTC,39699.3079
2024-01-01T03:49:00,BTC,39707.5611
2024-01-01T03:49:01,BTC,39683.6232
2024-01-01T03:49:02,BTC,39681.8447
2024-01-01T03:49:03,BTC,39698.9167
2024-01-01T03:49:04,BTC,39736.9519
2024-01-01T03:49:05,BTC,39740.3861
2024-01-01T03:49:06,BTC,39736.6326
2024-01-01T03:49:07,BTC,39732.4746
2024-01-01T03:49:08,BTC,39742.867
2024-01-01T03:49:09,BTC,39706.8678
2024-01-01T03:49:10,BTC,39698.9578
2024-01-01T03:49:11,BTC,39696.6068
2024-01-01T03:49:12,BTC,39703.8862
2024-01-01T03:49:13,BTC,39702.6767
2024-01-01T03:49:14,BTC,39697.878
2024-01-01T03:49:15,BTC,39688.0102
2024-01-01T03:49:16,BTC,39689.6248
2024-01-01T03:49:17,BTC,39700.2325
2024-01-01T03:49:18,BTC,39708.0133
2024-01-01T03:49:19,BTC,39727.8603
2024-01-01T03:49:20,BTC,39719.633
2024-01-01T03:49:21,BTC,39731.9964
2024-01-01T03:49:22,BTC,39701.8008
2024-01-01T03:49:23,BTC,39695.4166
2024-01-01T03:49:24,BTC,39723.9119
2024-01-01T03:49:25,BTC,39706.4237
2024-01-01T03:49:26,BTC,39720.6329
2024-01-01T03:49:27,BTC,39708.2867
2024-01-01T03:49:28,BTC,39711.0499
2024-01-01T03:49:29,BTC,39680.6477
2024-01-01T03:49:30,BTC,39715.8922
2024-01-01T03:49:31,BTC,39746.1871
2024-01-01T03:49:32,BTC,39732.1371
2024-01-01T03:49:33,BTC,39712.0828
2024-01-01T03:49:34,BTC,39680.2764
2024-01-01T03:49:35,BTC,39685.1385
2024-01-01T03:49:36,BTC,39689.6488
2024-01-01T03:49:37,BTC,39701.6119
2024-01-01T03:49:38,BTC,39710.9018
2024-01-01T03:49:39,BTC,39691.9005
2024-01-01T03:49:40,BTC,39713.8558
2024-01-01T03:49:41,BTC,39745.5983
2024-01-01T03:49:42,BTC,39740.0304
2024-01-01T03:49:43,BTC,39728.9316
2024-01-01T03:49:44,BTC,39725.1357
2024-01-01T03:49:45,BTC,39717.984
2024-01-01T03:49:46,BTC,39735.942
2024-01-01T03:49:47,BTC,39754.5577
2024-01-01T03:49:48,BTC,39767.5074
2024-01-01T03:49:49,BTC,39761.9369
2024-01-01T03:49:50,BTC,39763.4944
2024-01-01T03:49:51,BTC,39784.3666
2024-01-01T03:49:52,BTC,39797.4458
2024-01-01T03:49:53,BTC,39802.2809
2024-01-01T03:49:54,BTC,39809.8126
2024-01-01T03:49:55,BTC,39833.2206
2024-01-01T03:49:56,BTC,39826.4664
2024-01-01T03:49:57,BTC,39806.7201
2024-01-01T03:49:58,BTC,39800.3729
2024-01-01T03:49:59,BTC,39838.7054
2024-01-01T03:50:00,BTC,39823.4159
2024-01-01T03:50:01,BTC,39848.3857
2024-01-01T03:50:02,BTC,39827.0424
2024-01-01T03:50:03,BTC,39828.292
2024-01-01T03:50:04,BTC,39842.1779
2024-01-01T03:50:05,BTC,39835.2618
2024-01-01T03:50:06,BTC,39823.1759
2024-01-01T03:50:07,BTC,39831.9744
2024-01-01T03:50:08,BTC,39811.8518
2024-01-01T03:50:09,BTC,39834.0887
2024-01-01T03:50:10,BTC,39822.924
2024-01-01T03:50:11,BTC,39833.2586
2024-01-01T03:50:12,BTC,39822.1177
2024-01-01T03:50:13,BTC,39820.2757
2024-01-01T03:50:14,BTC,39818.0292
2024-01-01T03:50:15,BTC,39838.1358
2024-01-01T03:50:16,BTC,39850.3675
2024-01-01T03:50:17,BTC,39827.9367
2024-01-01T03:50:18,BTC,39799.6996
2024-01-01T03:50:19,BTC,39776.7336
2024-01-01T03:50:20,BTC,39760.5377
2024-01-01T03:50:21,BTC,39781.8396
2024-01-01T03:50:22,BTC,39785.4579
2024-01-01T03:50:23,BTC,39807.6424
2024-01-01T03:50:24,BTC,39792.2858
2024-01-01T03:50:25,BTC,39787.0282
2024-01-01T03:50:26,BTC,39778.522
2024-01-01T03:50:27,BTC,39748.069
2024-01-01T03:50:28,BTC,39772.317
2024-01-01T03:50:29,BTC,39750.9729
2024-01-01T03:50:30,BTC,39726.5315
2024-01-01T03:50:31,BTC,39732.6584
2024-01-01T03:50:32,BTC,39753.3866
2024-01-01T03:50:33,BTC,39769.6326
2024-01-01T03:50:34,BTC,39780.0505
2024-01-01T03:50:35,BTC,39810.5621
2024-01-01T03:50:36,BTC,39798.8758
2024-01-01T03:50:37,BTC,39765.6444
2024-01-01T03:50:38,BTC,39776.7906
2024-01-01T03:50:39,BTC,39769.9896
2024-01-01T03:50:40,BTC,39782.7125
2024-01-01T03:50:41,BTC,39820.9751
2024-01-01T03:50:42,BTC,39842.5794
2024-01-01T03:50:43,BTC,39849.6197
2024-01-01T03:50:44,BTC,39838.8405
2024-01-01T03:50:45,BTC,39861.2727
2024-01-01T03:50:46,BTC,39883.0088
2024-01-01T03:50:47,BTC,39899.7022
2024-01-01T03:50:48,BTC,39905.476
2024-01-01T03:50:49,BTC,39888.1124
2024-01-01T03:50:50,BTC,39894.2557
2024-01-01T03:50:51,BTC,39920.3519
2024-01-01T03:50:52,BTC,39907.2252
2024-01-01T03:50:53,BTC,39920.6505
2024-01-01T03:50:54,BTC,39961.6302
2024-01-01T03:50:55,BTC,39976.1418
2024-01-01T03:50:56,BTC,39989.3424
2024-01-01T03:50:57,BTC,39993.7816
2024-01-01T03:50:58,BTC,40009.8566
2024-01-01T03:50:59,BTC,40072.7441
2024-01-01T03:51:00,BTC,40059.1833
2024-01-01T03:51:01,BTC,40046.6031
2024-01-01T03:51:02,BTC,40054.1881
2024-01-01T03:51:03,BTC,40035.2939
2024-01-01T03:51:04,BTC,40019.9597
2024-01-01T03:51:05,BTC,40001.3249
2024-01-01T03:51:06,BTC,40002.4254
2024-01-01T03:51:07,BTC,39962.4416
2024-01-01T03:51:08,BTC,39949.2278
2024-01-01T03:51:09,BTC,39926.6638
2024-01-01T03:51:10,BTC,39918.7284
2024-01-01T03:51:11,BTC,39928.1277
2024-01-01T03:51:12,BTC,39937.4439
2024-01-01T03:51:13,BTC,39939.5336
2024-01-01T03:51:14,BTC,39950.6366
2024-01-01T03:51:15,BTC,39944.7261
2024-01-01T03:51:16,BTC,39943.1943
2024-01-01T03:51:17,BTC,39928.068
2024-01-01T03:51:18,BTC,39931.102
2024-01-01T03:51:19,BTC,39924.3826
2024-01-01T03:51:20,BTC,39891.093
2024-01-01T03:51:21,BTC,39891.5731
2024-01-01T03:51:22,BTC,39936.4102
2024-01-01T03:51:23,BTC,39905.1342
2024-01-01T03:51:24,BTC,39906.4319
2024-01-01T03:51:25,BTC,39870.7093
2024-01-01T03:51:26,BTC,39901.7887
2024-01-01T03:51:27,BTC,39939.0872
2024-01-01T03:51:28,BTC,39960.5929
2024-01-01T03:51:29,BTC,39990.2584
2024-01-01T03:51:30,BTC,39986.6696
2024-01-01T03:51:31,BTC,39972.7776
2024-01-01T03:51:32,BTC,39945.5883
2024-01-01T03:51:33,BTC,39944.3934
2024-01-01T03:51:34,BTC,39962.2741
2024-01-01T03:51:35,BTC,39971.0551
2024-01-01T03:51:36,BTC,39966.3386
2024-01-01T03:51:37,BTC,40000.0457
2024-01-01T03:51:38,BTC,39974.3086
2024-01-01T03:51:39,BTC,39957.6222
2024-01-01T03:51:40,BTC,39976.322
2024-01-01T03:51:41,BTC,39938.1656
2024-01-01T03:51:42,BTC,39912.4263
2024-01-01T03:51:43,BTC,39909.6717
2024-01-01T03:51:44,BTC,39921.6743
2024-01-01T03:51:45,BTC,39933.804
2024-01-01T03:51:46,BTC,39957.4996
2024-01-01T03:51:47,BTC,39968.0276
2024-01-01T03:51:48,BTC,39949.032
2024-01-01T03:51:49,BTC,39940.8968
2024-01-01T03:51:50,BTC,39931.5902
2024-01-01T03:51:51,BTC,39947.7261
2024-01-01T03:51:52,BTC,39961.6486
2024-01-01T03:51:53,BTC,39952.6568
2024-01-01T03:51:54,BTC,39919.0565
2024-01-01T03:51:55,BTC,39922.6039
2024-01-01T03:51:56,BTC,39892.4208
2024-01-01T03:51:57,BTC,39870.848
2024-01-01T03:51:58,BTC,39873.7517
2024-01-01T03:51:59,BTC,39878.5271
2024-01-01T03:52:00,BTC,39863.1536
2024-01-01T03:52:01,BTC,39863.1618
2024-01-01T03:52:02,BTC,39869.6243
2024-01-01T03:52:03,BTC,39904.1992
2024-01-01T03:52:04,BTC,39918.6735
2024-01-01T03:52:05,BTC,39903.6434
2024-01-01T03:52:06,BTC,39894.1931
2024-01-01T03:52:07,BTC,39900.0111
2024-01-01T03:52:08,BTC,39916.0445
